,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
5706,15801431,Rowe,682,Spain,Female,48,9,101198.01,1,yes,yes,49732.9,no
5707,15649451,Yates,746,France,Male,25,9,0.0,2,no,yes,88728.47,no
5708,15626156,Galloway,655,France,Female,60,3,0.0,2,yes,yes,86981.45,no
5709,15606158,Genovese,644,France,Female,39,9,0.0,1,yes,no,3740.93,no
5710,15589496,Arrington,778,France,Male,34,5,139064.06,2,no,no,67949.32,no
5711,15730345,Miah,617,France,Female,35,2,104508.1,1,yes,yes,147636.46,no
5712,15572038,Chijindum,660,Germany,Male,35,9,113948.58,1,yes,no,188891.96,yes
5713,15643439,Ferguson,537,France,Male,47,10,0.0,2,no,yes,25482.62,no
5714,15604158,Smith,554,France,Female,39,10,0.0,2,yes,yes,18391.93,no
5715,15657396,Marshall,806,France,Male,31,9,0.0,2,no,yes,140168.36,no
5716,15709478,P'an,611,Germany,Male,37,1,117524.72,2,no,yes,161064.29,no
5717,15628824,Burton,665,France,Female,37,5,160389.82,1,no,yes,183542.08,no
5718,15814519,Kamdibe,648,France,Female,37,7,0.0,2,yes,no,194238.92,no
5719,15636520,Milani,692,France,Male,27,1,125547.53,1,no,no,7900.46,no
5720,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,yes,yes,51424.29,no
5721,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,yes,no,152450.84,yes
5722,15700650,Cousens,681,France,Male,34,3,0.0,2,no,no,55816.2,no
5723,15680224,Ross,687,France,Female,26,6,0.0,2,yes,yes,32909.13,no
5724,15784286,Wood,641,Spain,Male,40,5,102145.13,1,yes,yes,100637.07,no
5725,15693996,Hawks,507,France,Female,33,1,113452.66,1,no,no,142911.99,no
5726,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,yes,no,26287.21,no
5727,15704168,Ting,535,Germany,Male,38,8,127475.24,1,no,no,60775.76,yes
5728,15680197,Thynne,701,France,Male,41,10,0.0,2,yes,yes,146257.77,no
5729,15633729,Wang,488,France,Male,43,10,112751.13,1,yes,yes,28332.0,no
5730,15577683,Maclean,539,France,Female,29,4,0.0,2,yes,yes,100919.19,no
5731,15800746,Watson,674,France,Male,45,7,144889.18,1,yes,yes,102591.9,yes
5732,15788686,Gibson,538,Spain,Male,40,8,0.0,2,yes,yes,25554.4,no
5733,15742798,French,829,France,Female,22,7,150126.44,1,yes,no,152107.93,yes
5734,15596647,Henderson,768,France,Male,54,8,69712.74,1,yes,yes,69381.05,no
5735,15756070,Greenwood,585,Spain,Female,44,4,0.0,2,no,yes,101728.46,no
5736,15775116,Anderson,581,France,Male,31,3,0.0,2,no,no,89040.61,no
5737,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,yes,yes,16910.98,no
5738,15654074,Tuan,653,France,Male,38,8,119315.75,1,yes,no,150468.35,no
5739,15695872,Fiorentini,712,France,Female,30,1,89571.59,1,yes,yes,177613.19,no
5740,15568885,Scott,620,Germany,Female,34,8,102251.57,1,yes,no,120672.09,no
5741,15725036,Jideofor,709,France,Male,42,9,118546.71,1,no,yes,77142.85,no
5742,15632665,Yevseyev,832,France,Male,61,2,0.0,1,no,yes,127804.66,yes
5743,15571476,Kelly,635,Spain,Male,38,0,103257.14,1,no,no,158344.63,no
5744,15776850,Smith,749,Spain,Female,43,1,124209.02,1,yes,yes,167179.48,no
5745,15623649,Ogle,629,Spain,Male,32,3,0.0,2,yes,yes,15404.64,no
5746,15751131,Moss,836,Spain,Female,41,7,150302.84,1,yes,yes,156036.19,no
5747,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,no,yes,144725.14,no
5748,15678412,Nwankwo,645,France,Female,45,8,85325.93,1,no,no,22558.74,no
5749,15770291,Allan,844,France,Female,29,8,0.0,2,no,no,147342.03,no
5750,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,yes,no,85470.45,yes
5751,15690731,Wolfe,645,France,Male,40,6,131411.24,1,yes,yes,194656.11,no
5752,15697948,Henderson,752,Spain,Female,36,3,0.0,2,yes,yes,48505.1,no
5753,15608328,Sutherland,760,Spain,Female,41,6,0.0,2,no,no,101491.23,no
5754,15766378,Marsden,714,Germany,Female,45,9,106431.97,2,yes,yes,164117.69,no
5755,15600813,Hyde,717,France,Male,50,9,90305.76,1,yes,yes,124626.57,no
5756,15706217,Kao,645,Germany,Male,28,7,117466.03,2,yes,yes,34490.06,no
5757,15601417,T'ang,681,France,Male,32,3,148884.47,2,yes,yes,90967.37,no
5758,15610972,Crawford,681,Germany,Female,44,4,91115.76,2,no,no,24208.84,yes
5759,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,no,yes,174873.09,no
5760,15785350,Austin,528,Spain,Male,23,7,104744.89,1,yes,no,170262.97,no
5761,15749119,Santiago,710,France,Female,31,3,0.0,2,yes,yes,112289.06,no
5762,15756535,Chibugo,733,Germany,Male,39,5,91538.51,1,yes,yes,93783.0,no
5763,15700965,Toscano,724,France,Female,32,6,0.0,2,yes,yes,150026.79,no
5764,15791851,Afanasyeva,726,France,Female,34,0,185734.75,1,yes,yes,102036.82,no
5765,15717156,Sokolov,520,France,Male,30,3,143396.54,2,yes,yes,898.51,no
5766,15740846,Wei,556,France,Male,40,5,125909.85,1,yes,yes,95124.4,no
5767,15573284,Olisanugo,579,France,Female,45,2,0.0,2,no,no,11514.39,no
5768,15729083,Gorman,674,France,Male,36,2,154525.7,1,no,yes,27468.72,no
5769,15611612,Priestley,570,France,Female,29,0,0.0,1,yes,no,37092.43,no
5770,15694381,Lloyd,631,France,Male,51,8,100654.8,1,yes,no,171587.9,no
5771,15651737,Salmond,623,Spain,Male,44,1,83325.77,1,no,yes,80828.78,no
5772,15663168,MacDonald,665,France,Male,35,8,110934.54,1,yes,no,169287.99,no
5773,15643426,Robertson,523,Spain,Female,36,8,113680.54,1,no,no,13197.44,no
5774,15618245,Chukwumaobim,706,Germany,Male,31,1,117020.08,2,yes,no,54439.53,no
5775,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,yes,no,38186.85,no
5776,15793478,Li Fonti,593,Germany,Female,39,8,151391.68,1,yes,no,27274.6,yes
5777,15642248,Ko,608,Spain,Male,66,8,123935.35,1,yes,yes,65758.19,no
5778,15640377,Goloubev,526,France,Female,36,0,0.0,2,yes,no,97767.63,no
5779,15723950,Kruglov,684,Spain,Male,40,2,70291.02,1,yes,yes,115468.84,yes
5780,15590327,Liao,604,Germany,Female,42,10,166031.45,1,yes,no,98293.14,no
5781,15706199,White,636,Germany,Male,36,6,96643.32,1,no,no,182059.28,no
5782,15671514,Sinclair,669,Spain,Female,33,8,0.0,2,no,yes,128538.05,no
5783,15727041,Fiorentini,624,France,Male,71,7,0.0,2,yes,yes,108841.83,no
5784,15738063,Shen,631,France,Male,29,2,0.0,2,yes,yes,18581.84,no
5785,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,no,yes,146821.42,no
5786,15652320,Woronoff,588,France,Male,40,5,0.0,2,no,no,100727.68,no
5787,15634180,Holden,729,Germany,Male,26,4,97268.1,2,yes,no,39356.38,no
5788,15694566,Roberts,602,France,Female,42,10,0.0,2,no,no,169921.11,yes
5789,15726103,Tsou,689,Germany,Female,55,1,76296.81,1,yes,no,42364.75,yes
5790,15646351,Somerville,486,Spain,Male,27,7,0.0,2,yes,no,28823.04,no
5791,15730044,Greco,809,Germany,Female,42,6,64497.94,3,no,yes,182436.81,yes
5792,15795186,Leonard,562,France,Male,38,5,0.0,1,yes,no,115700.2,no
5793,15784890,McKenzie,763,Spain,Female,32,8,0.0,2,yes,no,16725.53,no
5794,15694125,McElhone,669,France,Male,57,5,0.0,2,yes,yes,56875.76,no
5795,15565891,Dipietro,709,France,Male,39,8,0.0,2,yes,no,56214.09,no
5796,15674254,Kerr,554,Spain,Female,45,4,0.0,2,yes,yes,193412.05,no
5797,15775206,Hunter,699,France,Male,37,10,0.0,2,no,no,83263.04,no
5798,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,no,yes,13404.4,no
5799,15649853,Craig,625,France,Female,45,3,0.0,1,yes,yes,184474.15,yes
5800,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,yes,yes,121124.53,no
5801,15659800,Teng,584,Spain,Female,50,1,0.0,1,no,yes,152567.75,yes
5802,15716236,Milani,499,France,Male,35,10,0.0,2,yes,no,10722.54,no
5803,15672053,Mistry,526,Spain,Male,38,2,0.0,2,no,no,58010.98,no
5804,15663933,Jamieson,625,Germany,Female,35,5,86147.46,2,yes,no,163440.8,yes
5805,15814236,Kay,537,Spain,Female,38,1,96939.06,1,yes,yes,102606.92,no
5806,15583597,Ikedinachukwu,696,Spain,Male,47,1,106758.6,1,yes,yes,80591.18,no
5807,15607395,Holt,679,France,Female,33,9,112528.65,2,yes,no,177362.45,no
5808,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,yes,no,120257.7,yes
5809,15744109,Hartung,850,France,Male,32,4,0.0,1,yes,yes,180622.02,no
5810,15800688,Ch'en,495,Spain,Female,42,7,0.0,2,no,no,130404.53,no
5811,15810878,Baker,537,Spain,Female,38,6,141786.78,1,no,yes,147797.54,no
5812,15587835,Osinachi,850,France,Male,41,3,136416.82,1,no,yes,57844.26,no
5813,15763515,Shih,513,France,Male,30,5,0.0,2,yes,no,162523.66,no
5814,15725882,Feng,618,Germany,Female,40,1,133245.52,2,yes,yes,54495.82,no
5815,15788022,Sternberg,802,Germany,Female,41,4,90757.64,2,no,yes,169183.66,no
5816,15663917,Adams,547,France,Male,43,1,92350.36,1,no,yes,80262.91,no
5817,15656865,Gray,613,Germany,Male,69,9,78778.49,1,no,yes,8751.59,no
5818,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,yes,yes,102628.98,no
5819,15800366,Walton,546,France,Male,29,5,0.0,1,yes,yes,94823.95,no
5820,15717231,Yang,721,Germany,Male,37,4,98459.6,1,no,no,90821.66,no
5821,15643188,Barnett,671,Germany,Female,47,7,114603.76,2,yes,no,153194.32,yes
5822,15671351,Romani,624,Spain,Male,35,2,0.0,2,yes,no,87310.59,no
5823,15573628,Greene,751,Germany,Female,51,7,148074.79,1,yes,no,146411.41,yes
5824,15698953,Hart,636,Spain,Male,36,1,0.0,3,yes,yes,74048.1,yes
5825,15753888,Johnston,607,Spain,Female,62,8,108004.64,1,yes,yes,23386.77,yes
5826,15737961,Miller,509,Germany,Female,29,0,107712.57,2,yes,yes,92898.17,no
5827,15801701,Robson,653,Spain,Male,35,9,0.0,2,yes,yes,45956.05,no
5828,15684419,Wallace,709,Spain,Female,37,8,0.0,3,yes,no,71738.56,no
5829,15794266,Cross,559,France,Male,32,9,145303.52,1,yes,no,103560.98,no
5830,15810711,Marcum,684,Germany,Male,37,4,138476.41,2,yes,yes,52367.29,no
5831,15771270,North,635,France,Female,27,8,127471.56,1,yes,yes,152916.05,yes
5832,15607786,Mao,709,France,Male,26,6,156551.63,1,no,yes,4410.77,no
5833,15624519,Calabrese,656,Germany,Female,49,9,97092.87,1,yes,no,74771.22,yes
5834,15799910,Martin,793,France,Male,32,2,0.0,2,yes,no,193817.63,yes
5835,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,yes,yes,26793.82,no
5836,15617419,Roberts,618,Germany,Female,29,10,100315.1,2,yes,yes,32526.64,no
5837,15657603,Finch,850,France,Female,35,6,81684.97,1,yes,no,824.0,no
5838,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,no,no,85250.77,yes
5839,15772996,Rooke,594,Germany,Male,40,0,152092.44,2,yes,yes,83508.93,no
5840,15729574,Lu,616,Spain,Male,71,4,0.0,2,yes,yes,173599.38,no
5841,15737267,Marcelo,676,France,Female,49,1,0.0,1,yes,no,79342.31,yes
5842,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,no,yes,57600.66,no
5843,15813327,Romani,710,France,Male,21,4,109130.96,2,yes,yes,56191.99,no
5844,15711921,Scott,695,France,Male,29,5,0.0,2,yes,yes,6770.44,no
5845,15654300,Mao,530,Germany,Male,33,9,75242.28,1,no,yes,101694.67,no
5846,15569945,Horsley,509,Spain,Male,29,1,0.0,2,yes,no,69113.14,no
5847,15569666,Goddard,517,France,Female,45,4,0.0,1,no,no,172674.36,yes
5848,15681887,Eskridge,758,Germany,Male,33,0,129142.54,2,yes,yes,26606.28,no
5849,15608873,Smith,665,France,Male,51,2,0.0,1,no,no,53353.36,no
5850,15762091,Simpson,631,Germany,Female,22,6,139129.92,1,yes,yes,63747.51,no
5851,15722053,Oguejiofor,576,Spain,Male,33,3,0.0,2,no,yes,190112.05,no
5852,15782100,Holloway,544,Spain,Male,22,3,66483.32,1,no,yes,110317.39,no
5853,15765300,L?,596,Germany,Male,40,5,62389.03,3,yes,no,148623.43,yes
5854,15743570,Feng,481,France,Female,34,5,0.0,2,yes,yes,125253.46,no
5855,15608541,Claiborne,498,France,Male,46,1,91857.66,1,yes,no,101954.78,yes
5856,15750671,Egobudike,512,Spain,Male,31,6,0.0,2,yes,no,168462.26,no
5857,15813659,Folliero,594,France,Female,56,7,0.0,1,yes,no,26215.85,yes
5858,15757867,Bray,570,France,Female,30,10,176173.52,1,yes,no,97045.32,yes
5859,15652914,Ibrahimov,721,Spain,Male,38,7,0.0,1,no,yes,53534.8,no
5860,15723818,Carpenter,453,France,Female,37,4,131834.76,2,yes,no,8949.2,no
5861,15713819,Walsh,562,France,Male,48,3,92347.96,1,yes,yes,163116.75,no
5862,15656484,Woods,682,France,Male,40,4,0.0,2,yes,yes,140745.91,no
5863,15778515,Wu,748,France,Male,40,3,95297.11,1,no,no,171515.84,no
5864,15803840,Forbes,729,France,Female,32,9,0.0,2,no,no,150803.44,no
5865,15735339,Lynch,663,France,Male,39,4,0.0,1,yes,no,76884.05,no
5866,15600392,Amaechi,735,France,Female,53,8,123845.36,2,no,yes,170454.93,yes
5867,15625740,Enriquez,627,Germany,Male,62,3,143426.34,2,yes,yes,143104.3,no
5868,15663817,Y?an,713,France,Male,46,5,0.0,1,yes,yes,55701.62,no
5869,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,no,yes,186370.3,no
5870,15780142,Wang,632,France,Male,43,2,100013.51,1,yes,no,24275.32,no
5871,15709920,Burke,479,France,Female,33,2,208165.53,1,no,no,50774.81,yes
5872,15684248,Meng,658,Spain,Male,21,7,0.0,2,no,yes,154279.87,no
5873,15643158,Chiganu,598,France,Female,40,9,0.0,1,yes,no,68462.59,yes
5874,15693902,Hunt,597,France,Male,19,2,0.0,2,yes,yes,91036.74,no
5875,15578307,Lucchese,512,France,Female,33,6,121685.31,2,yes,yes,83681.97,no
5876,15585379,Humphries,704,France,Male,39,2,111525.02,1,yes,no,199484.96,no
5877,15758510,Frolova,474,France,Male,26,6,0.0,2,no,no,152491.22,no
5878,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,yes,yes,134875.37,no
5879,15705301,Parkes,683,France,Male,41,6,95696.52,2,yes,yes,184366.14,no
5880,15718231,Gregory,537,France,Male,28,0,88963.31,2,yes,yes,189839.93,no
5881,15567991,Obiuto,794,Spain,Male,31,0,144880.34,2,no,yes,175643.44,no
5882,15772650,Longo,732,France,Male,55,9,136576.02,1,no,yes,3268.17,yes
5883,15574795,Lombardo,495,France,Female,38,2,63093.01,1,yes,yes,47089.72,no
5884,15706036,Lombardo,552,Germany,Male,38,10,132271.12,2,yes,yes,46562.02,no
5885,15723856,Gonzalez,602,France,Female,29,3,88814.4,2,yes,yes,62487.97,no
5886,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,no,yes,181598.25,no
5887,15691287,Ford,675,Germany,Female,33,0,141816.25,1,yes,no,64815.05,yes
5888,15804797,Gilleland,443,France,Female,54,3,138547.97,1,yes,yes,70196.23,yes
5889,15708650,Fullwood,727,France,Female,31,2,52192.08,2,no,yes,160383.47,no
5890,15712777,Kao,482,France,Male,38,4,124976.19,1,yes,no,35848.12,no
5891,15786469,Montalvo,686,France,Female,34,1,0.0,2,yes,no,87278.48,no
5892,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,yes,no,94498.82,no
5893,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,no,yes,133486.36,no
5894,15648067,Onwuamaeze,583,France,Male,39,1,129299.28,2,yes,no,73107.6,no
5895,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,yes,no,195333.98,no
5896,15645136,O'Donnell,744,Spain,Male,30,1,128065.12,1,yes,no,121525.48,no
5897,15709604,McMillan,781,France,Male,23,2,107433.48,1,yes,no,173843.21,no
5898,15713637,Chinedum,699,France,Male,34,2,117468.67,1,yes,no,185227.42,no
5899,15793901,Capon,639,France,Female,27,2,0.0,2,no,no,125244.18,no
5900,15569759,Rawling,583,France,Female,27,4,0.0,3,yes,no,163113.41,no
5901,15712930,Duncan,587,France,Male,42,1,0.0,1,no,no,123006.91,no
5902,15586504,Trevisani,694,France,Male,40,9,0.0,2,yes,no,40463.03,no
5903,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,yes,yes,131363.57,yes
5904,15664270,Balsillie,692,Germany,Male,45,6,142084.04,4,yes,no,188305.85,yes
5905,15731519,Kerr,511,France,Female,30,5,0.0,2,yes,no,143994.86,no
5906,15745623,Worsnop,788,France,Male,32,4,112079.58,1,no,no,89368.59,no
5907,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,yes,yes,158365.89,no
5908,15641934,Manna,749,Spain,Female,46,9,66582.81,1,yes,no,78753.12,yes
5909,15713043,Siciliani,691,France,Female,33,6,0.0,2,yes,yes,100408.31,no
5910,15700749,Powell,481,France,Female,39,6,0.0,1,yes,yes,24677.54,no
5911,15697567,Bazarova,752,France,Male,33,4,0.0,2,yes,yes,39570.78,no
5912,15715414,White,658,France,Female,38,6,102895.1,1,no,no,155665.76,no
5913,15639530,Buda,679,Spain,Male,42,2,0.0,1,yes,yes,168294.27,no
5914,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,no,yes,87908.01,no
5915,15725665,Lo,679,France,Male,47,10,198546.1,2,yes,no,191198.92,yes
5916,15698872,Brown,633,Spain,Female,39,2,0.0,2,no,no,191207.03,no
5917,15812184,Rose,674,France,Female,31,1,0.0,1,yes,no,128954.05,no
5918,15742609,Lombardo,600,Germany,Male,28,2,116623.31,1,no,yes,59905.29,no
5919,15815043,McMillan,645,Spain,Male,49,8,0.0,2,yes,no,162012.6,no
5920,15640648,Howe,698,France,Male,36,6,0.0,2,no,yes,19231.98,no
5921,15627203,Hsu,508,Spain,Male,54,10,0.0,1,yes,yes,175749.36,no
5922,15786196,Han,555,France,Female,44,3,105770.7,3,yes,no,60533.96,yes
5923,15612095,Calabrese,751,France,Female,48,9,0.0,1,yes,no,137508.42,yes
5924,15674368,Riley,738,France,Female,39,1,94435.45,2,no,yes,189430.86,no
5925,15783477,Biryukov,706,Germany,Female,39,8,112889.91,1,no,yes,6723.66,no
5926,15757559,Broadhurst,595,France,Female,53,7,0.0,2,yes,no,41371.68,yes
5927,15591036,Genovesi,577,Germany,Female,43,3,127940.47,1,no,no,125140.72,yes
5928,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,yes,yes,143683.75,no
5929,15695078,Kemp,699,France,Male,32,3,0.0,2,yes,yes,170770.44,no
5930,15645744,Chukwudi,826,France,Female,30,5,0.0,2,no,yes,157397.57,no
5931,15566988,Iqbal,656,Germany,Female,46,7,141535.52,1,yes,no,50595.15,yes
5932,15749300,Teng,556,France,Female,47,2,139914.27,1,yes,yes,50390.98,no
5933,15594340,Tao,569,France,Male,41,4,120243.49,1,yes,no,163150.03,yes
5934,15607065,Chinedum,765,France,Male,34,9,91835.16,1,no,no,138280.17,no
5935,15778089,Stevenson,544,Spain,Male,37,2,0.0,2,no,no,135067.02,no
5936,15773723,Duncan,588,Spain,Female,22,9,67178.19,1,yes,yes,163534.75,yes
5937,15697035,Garrett,740,Spain,Female,31,8,0.0,2,no,no,86657.48,no
5938,15679668,Yao,850,Spain,Male,38,7,115378.94,1,no,yes,162087.82,no
5939,15709861,He,766,Germany,Male,30,4,127786.28,2,yes,yes,28879.3,no
5940,15791958,Mazzi,849,France,Female,41,6,0.0,2,yes,yes,169203.51,yes
5941,15791030,Edwards,612,France,Female,33,0,64900.32,2,yes,no,102426.12,no
5942,15695339,Lucchesi,517,Germany,Male,53,0,109172.88,1,yes,no,54676.1,yes
5943,15658813,Siciliani,645,France,Female,55,7,0.0,2,yes,yes,18369.33,no
5944,15715709,Shih,696,Germany,Male,43,4,114091.38,1,no,yes,159888.1,no
5945,15722533,Logue,716,France,Female,40,3,0.0,2,no,yes,167636.15,no
5946,15683118,Rechner,590,France,Male,32,9,0.0,2,yes,no,138889.15,no
5947,15672798,O'Brien,656,France,Female,45,7,145933.27,1,yes,yes,199392.14,no
5948,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,yes,no,189560.43,no
5949,15714575,Batt,742,Germany,Female,44,8,107926.02,1,no,yes,17375.27,yes
5950,15806808,Hope,834,Germany,Female,57,8,112281.6,3,yes,no,140225.14,yes
5951,15590637,Ahmed,721,France,Male,41,7,0.0,2,no,yes,61018.85,no
5952,15657535,Pearson,590,Spain,Male,29,10,0.0,1,yes,yes,51907.72,yes
5953,15696141,Kruglov,516,Spain,Female,31,7,0.0,1,yes,no,47018.75,no
5954,15811947,Gordon,850,France,Male,33,0,124781.67,1,no,yes,33700.52,no
5955,15649024,Trujillo,748,France,Female,39,9,132865.56,1,yes,yes,59636.43,yes
5956,15594928,Pagnotto,798,Germany,Female,38,4,129055.13,1,yes,no,157147.59,no
5957,15765532,Horton,612,Germany,Male,76,6,96166.88,1,yes,yes,191393.26,no
5958,15741719,DeRose,540,France,Female,40,3,165298.12,1,no,yes,199862.75,no
5959,15665629,Chiang,719,Spain,Female,33,7,0.0,2,yes,no,20016.59,no
5960,15728917,Gill,598,France,Male,48,6,120682.53,1,yes,no,30635.52,yes
5961,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,no,yes,117832.88,no
5962,15571193,Morrison,579,Germany,Male,42,0,144386.32,1,yes,yes,22497.1,yes
5963,15653521,Onuora,850,Germany,Female,40,7,104449.8,1,yes,yes,747.88,no
5964,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,no,no,76870.81,no
5965,15644132,Mancini,724,France,Female,30,9,142475.87,1,yes,yes,107848.24,no
5966,15600832,Moss,508,France,Female,43,9,0.0,1,yes,no,103726.71,no
5967,15797919,Ting,773,Spain,Male,37,2,103195.2,2,yes,no,178268.36,no
5968,15603743,Tai,526,France,Male,28,1,112070.44,1,no,yes,126281.83,no
5969,15579714,Pan,542,France,Female,29,7,0.0,2,no,yes,196651.72,no
5970,15634295,Wilson,470,France,Male,35,1,96473.59,1,no,no,5962.3,no
5971,15786680,Bianchi,805,Spain,Male,37,5,0.0,2,yes,no,21928.81,no
5972,15623499,Holman,548,Germany,Male,49,9,108437.89,1,no,no,127022.87,yes
5973,15691823,Obidimkpa,672,France,Male,37,5,153195.59,1,yes,yes,162763.01,no
5974,15809279,Wallace,773,France,Male,45,8,96877.21,1,yes,yes,113950.51,no
5975,15758039,Ash,614,France,Male,44,6,0.0,2,no,yes,104930.46,no
5976,15807163,Ku,537,France,Female,38,10,0.0,1,no,no,52337.97,yes
5977,15631639,Uspensky,704,France,Female,40,6,95452.89,1,no,yes,179964.55,no
5978,15713770,Shih,586,Spain,Male,41,3,63873.56,1,yes,no,83753.64,no
5979,15698167,Kumm,677,France,Female,24,0,148298.59,2,no,no,182913.95,no
5980,15781710,Carey,558,Spain,Female,31,7,0.0,2,yes,no,166720.28,no
5981,15801296,Farber,634,Germany,Female,37,7,143258.85,2,yes,no,192721.98,no
5982,15704378,Calabrese,655,Germany,Male,37,9,121342.24,1,yes,yes,180241.44,no
5983,15767891,Findlay,619,Germany,Female,28,6,99152.73,2,yes,no,48475.12,no
5984,15640667,Yu,662,France,Female,41,4,0.0,2,yes,no,126551.48,no
5985,15702145,Edments,705,Spain,Male,33,7,68423.89,1,yes,yes,64872.55,no
5986,15679738,Brown,527,Spain,Female,35,8,0.0,1,yes,no,98031.53,yes
5987,15636634,Lindon,630,Germany,Female,25,7,79656.81,1,yes,no,93524.22,no
5988,15809227,Chukwudi,850,France,Male,35,2,0.0,2,yes,yes,56991.66,no
5989,15601811,Caldwell,668,France,Female,53,10,110240.04,1,no,no,183980.56,yes
5990,15625494,Li Fonti,573,France,Female,32,9,125321.84,2,yes,yes,130234.63,no
5991,15723737,Pitcher,680,France,Male,27,3,0.0,1,yes,no,32454.26,no
5992,15682955,Capon,758,France,Female,32,2,84378.9,1,yes,yes,75396.43,no
5993,15758856,Kable,597,France,Male,45,7,0.0,2,no,no,167756.45,no
5994,15746065,Lo Duca,580,Germany,Male,35,10,136281.41,2,yes,yes,24799.47,no
5995,15783865,Kulikova,622,France,Male,59,5,119380.37,1,yes,yes,60429.43,no
5996,15745455,Navarrete,638,Germany,Male,62,4,108716.59,2,yes,yes,74241.09,no
5997,15583033,Huguley,640,France,Female,20,4,0.0,2,no,yes,78310.82,no
5998,15644212,Han,644,Spain,Male,28,0,0.0,2,yes,no,119419.37,no
5999,15735688,Horsley,753,France,Female,31,6,106596.29,1,no,no,91305.77,no
6000,15658577,Massie,629,France,Female,37,10,99546.25,3,no,yes,25136.95,yes
6001,15606887,Singh,775,France,Female,30,5,0.0,1,yes,no,193880.6,yes
6002,15783026,H?,701,France,Female,41,2,0.0,1,yes,no,47856.78,no
6003,15579892,Doyle,708,Spain,Male,19,7,112615.86,1,yes,yes,4491.77,no
6004,15802088,Grant,521,Spain,Female,22,10,0.0,1,yes,yes,101311.95,no
6005,15589323,Law,636,France,Female,24,9,0.0,2,no,yes,38830.72,no
6006,15636395,King,529,France,Female,31,5,0.0,2,yes,no,26817.23,no
6007,15712772,Onwubiko,757,France,Male,28,3,75381.15,1,yes,yes,199727.72,no
6008,15700937,Romano,767,Spain,Female,24,5,0.0,2,yes,yes,67445.85,no
6009,15766659,Okwudilichukwu,525,Spain,Male,33,5,0.0,2,yes,no,161002.29,no
6010,15814033,Milano,759,Spain,Male,38,1,0.0,2,yes,no,20778.39,no
6011,15783007,Parker,520,Germany,Female,45,1,123086.39,1,yes,yes,41042.4,yes
6012,15654183,Aitken,738,France,Female,26,3,0.0,2,yes,no,67484.16,no
6013,15609899,Obiora,548,Spain,Male,37,4,0.0,1,yes,no,121763.68,no
6014,15747323,Vasilyeva,535,Spain,Male,48,9,109472.47,1,yes,no,157358.43,yes
6015,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,yes,yes,110275.17,no
6016,15738835,Slater,850,Germany,Male,38,7,101985.81,2,no,no,43801.27,no
6017,15782404,Hughes,487,France,Female,34,2,96019.5,1,no,no,9085.0,no
6018,15697480,Menkens,731,France,Male,30,7,0.0,2,no,yes,143086.09,no
6019,15697045,Pisani,726,Spain,Female,35,9,0.0,2,no,yes,100556.98,no
6020,15781234,Y?an,609,France,Female,35,2,147900.43,1,yes,no,140000.29,no
6021,15579891,Milani,714,France,Male,52,4,100755.66,1,yes,yes,186775.25,no
6022,15805690,Chin,694,Spain,Female,35,7,0.0,1,yes,no,133570.43,yes
6023,15612139,Fu,786,France,Female,33,0,83036.05,1,no,yes,154990.58,yes
6024,15568834,Howells,698,Spain,Male,27,6,125427.37,2,no,no,27654.44,no
6025,15709917,Ni,601,France,Female,46,3,98202.76,1,no,no,137763.93,no
6026,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,yes,no,25723.73,no
6027,15799494,Forster,850,Germany,Male,44,3,140393.65,2,no,yes,186285.52,no
6028,15673439,Sun,646,Spain,Female,50,5,142644.64,2,yes,yes,142208.5,yes
